,Unnamed: 0,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_gll_early_stop_threshold,params_max_depth,params_max_features,params_max_iterations,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,params_model_type,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
699,,399,0.6426074220392403,2024-01-27 19:54:47.089693,2024-01-27 19:54:53.615215,0 days 00:00:06.525522,True,absolute_error,0.011252282320435245,41,0.21044426581226755,20,0.007801568320903594,20,13,RandomForest,54,False,False,COMPLETE,"[0.5978835978835979, 0.7807692307692308, 0.5867768595041323, 0.605]","[0.00943659 0.         0.00875122 0.00411762 0.10413042 0.00961538
 0.01020408 0.02476013 0.00671041 0.04892781 0.00726688 0.02463065
 0.03390497 0.00480769 0.00510204 0.00573897 0.01338722 0.03953765
 0.00293913 0.02793659 0.00567156 0.01156445 0.00724178 0.01548703
 0.00487904 0.00566611 0.08573257 0.00308691 0.06526155 0.03379151
 0.03343058 0.00480769 0.02342325 0.00480769 0.02415245 0.00887703
 0.03054916 0.02969411 0.01064925 0.01276232 0.0538163  0.
 0.02159439 0.0118588  0.00210575 0.00637074 0.01666649 0.01144473
 0.01576263 0.01443875 0.01596132 0.         0.01143655 0.00510204]"
562,,262,0.6423164966346785,2024-01-26 14:04:37.434788,2024-01-26 14:04:41.506941,0 days 00:00:04.072153,True,absolute_error,0.022451592695598217,42,0.21560117618213498,15,0.001814629969149241,20,11,RandomForest,54,False,False,COMPLETE,,
3,262.0,262,0.6423164966346785,2024-01-26 14:04:37.434788,2024-01-26 14:04:41.506941,0 days 00:00:04.072153,True,absolute_error,0.0224515926955982,42,0.2156011761821349,15,0.0018146299691492,20,11,RandomForest,54,False,False,COMPLETE,"[0.5873015873015873, 0.7769230769230769, 0.5950413223140496, 0.6100000000000001]","[0.01081365 0.         0.0086395  0.00758083 0.10958482 0.02209634
 0.01026705 0.02111368 0.00779868 0.0361101  0.00848782 0.01469464
 0.03414458 0.00480769 0.00066273 0.01062628 0.01655006 0.03491966
 0.         0.02594896 0.00232512 0.01512749 0.00315332 0.01588332
 0.00787038 0.00304555 0.07939551 0.00971698 0.05545433 0.02625285
 0.03205994 0.00480769 0.01980769 0.00480769 0.02803139 0.01710626
 0.03347475 0.04113527 0.01037102 0.01261733 0.04598705 0.
 0.03299803 0.01032649 0.00537595 0.00638306 0.01213551 0.01487287
 0.02029368 0.01710827 0.0107712  0.         0.01145697 0.005     ]"
4,184.0,184,0.6405252155252156,2024-01-26 13:58:42.689236,2024-01-26 13:58:46.837672,0 days 00:00:04.148436,True,absolute_error,0.0166366374519371,42,0.1716353276907588,18,0.0002657213691507,20,12,RandomForest,54,False,False,COMPLETE,"[0.6243386243386244, 0.7923076923076924, 0.5454545454545455, 0.6]","[0.00936796 0.00191647 0.01098105 0.00232695 0.08884969 0.01701439
 0.02071676 0.01395669 0.00737323 0.04881068 0.00278826 0.00736277
 0.0421742  0.00579056 0.         0.01090054 0.01625442 0.03633953
 0.00335474 0.04131494 0.00535446 0.00445141 0.0014984  0.02105623
 0.0061741  0.00414953 0.08124963 0.00298014 0.03850708 0.02815088
 0.03778913 0.00593569 0.0280167  0.00704702 0.03569235 0.00692043
 0.03039298 0.04117308 0.00724152 0.00875878 0.05328912 0.
 0.01467858 0.01753521 0.01182237 0.00339698 0.01925626 0.01741443
 0.02056499 0.00943732 0.01797583 0.00292991 0.02156563 0.        ]"
484,,184,0.6405252155252156,2024-01-26 13:58:42.689236,2024-01-26 13:58:46.837672,0 days 00:00:04.148436,True,absolute_error,0.016636637451937164,42,0.17163532769075887,18,0.000265721369150765,20,12,RandomForest,54,False,False,COMPLETE,,
888,,588,0.6401593145911328,2024-01-27 20:09:40.542285,2024-01-27 20:09:44.039083,0 days 00:00:03.496798,True,absolute_error,0.04568418019796754,43,0.21242765718153425,31,0.002850091876721931,20,14,RandomForest,40,False,False,COMPLETE,"[0.6296296296296297, 0.7692307692307692, 0.5867768595041323, 0.5750000000000001]","[0.01370581 0.         0.00322782 0.00490324 0.0729655  0.01703046
 0.01315789 0.01529266 0.01734506 0.05356145 0.00507187 0.01594984
 0.04259536 0.         0.00380543 0.01041298 0.00841047 0.04015213
 0.         0.00865022 0.00251457 0.0082201  0.00871336 0.02125854
 0.01190022 0.00267928 0.08961592 0.00657895 0.04317181 0.03670799
 0.01971833 0.00814237 0.01428571 0.         0.04960748 0.02255456
 0.03434216 0.03762781 0.01463617 0.01055851 0.0318183  0.00714286
 0.02349295 0.01988804 0.01788202 0.         0.00714286 0.01550689
 0.02425658 0.02151817 0.02074341 0.         0.01495695 0.00657895]"
644,,344,0.6399894171485081,2024-01-27 19:50:34.327195,2024-01-27 19:50:37.966917,0 days 00:00:03.639722,True,absolute_error,0.01934327500867464,37,0.24504073672582033,19,6.888066410528412e-05,20,12,RandomForest,43,False,False,COMPLETE,"[0.6507936507936508, 0.7384615384615384, 0.6157024793388429, 0.555]","[0.00641026 0.         0.0145639  0.00091046 0.08907099 0.01360702
 0.01128286 0.01222421 0.01416308 0.0649048  0.         0.01026856
 0.03325189 0.00946129 0.         0.00641026 0.01322892 0.03797392
 0.         0.03387551 0.         0.01898943 0.         0.01771872
 0.00512582 0.00029635 0.11270586 0.01697456 0.04576181 0.01783661
 0.02024161 0.00659086 0.00641026 0.00771709 0.0509896  0.0048269
 0.02608341 0.05473476 0.0097587  0.00909871 0.05740925 0.0020746
 0.01285373 0.02170611 0.00395966 0.         0.01394599 0.01358667
 0.02643722 0.01250782 0.01284787 0.         0.01310456 0.00609756]"
5,187.0,187,0.6395636770636771,2024-01-26 13:58:55.487956,2024-01-26 13:58:59.561439,0 days 00:00:04.073483,True,absolute_error,0.0172078486991619,42,0.1716230537740752,13,0.0004057552364347,20,11,RandomForest,54,False,False,COMPLETE,"[0.6243386243386244, 0.7884615384615385, 0.5454545454545455, 0.6]","[0.00982101 0.00191647 0.01115907 0.00232695 0.08759376 0.01719245
 0.02075913 0.01431733 0.00737323 0.04929502 0.00759595 0.00736259
 0.0453675  0.00128183 0.         0.01116708 0.01016556 0.03646828
 0.00325989 0.03732575 0.00480769 0.00943824 0.00140025 0.01886739
 0.00316805 0.00442714 0.08194088 0.0029813  0.03901067 0.02567249
 0.03395008 0.01074597 0.02828995 0.00704766 0.03299635 0.00709849
 0.03559898 0.04135114 0.00724152 0.00880736 0.04731545 0.
 0.01991888 0.01442691 0.01663006 0.00339524 0.01935868 0.01747692
 0.02074305 0.01304237 0.01953637 0.         0.02156563 0.        ]"
487,,187,0.6395636770636771,2024-01-26 13:58:55.487956,2024-01-26 13:58:59.561439,0 days 00:00:04.073483,True,absolute_error,0.017207848699161955,42,0.17162305377407522,13,0.00040575523643474824,20,11,RandomForest,54,False,False,COMPLETE,,
747,,447,0.6371697620561257,2024-01-27 19:59:08.766522,2024-01-27 19:59:12.720540,0 days 00:00:03.954018,True,absolute_error,0.015163384922057929,39,0.23209799085164848,24,0.004974977455712955,20,11,RandomForest,54,False,False,COMPLETE,"[0.5714285714285714, 0.7730769230769232, 0.5991735537190083, 0.605]","[0.00555556 0.         0.00522167 0.         0.10824725 0.01517094
 0.01       0.02032893 0.00733052 0.05941335 0.00324624 0.01014031
 0.03662733 0.01055319 0.00189491 0.01404154 0.00647196 0.0350119
 0.         0.02674001 0.00144481 0.00682944 0.00391624 0.01904935
 0.00806359 0.00739966 0.0775551  0.01336196 0.04940739 0.02973037
 0.0323145  0.00480769 0.0257265  0.00080802 0.0338723  0.02377116
 0.02225146 0.03536325 0.00957111 0.01192636 0.04283224 0.
 0.02613811 0.01768773 0.01562435 0.01146731 0.01036325 0.02027688
 0.02333111 0.01055556 0.01527254 0.00148301 0.00680209 0.005     ]"
6,170.0,170,0.636930649317013,2024-01-26 13:57:27.361337,2024-01-26 13:57:32.970259,0 days 00:00:05.608922,True,absolute_error,0.0153328493661565,41,0.2107195425529458,19,6.379024141250217e-05,20,12,RandomForest,54,False,False,COMPLETE,"[0.5820105820105821, 0.7615384615384617, 0.5991735537190083, 0.605]","[0.00726066 0.         0.01386863 0.00478652 0.11184067 0.02592282
 0.01462693 0.02065575 0.00877323 0.03576849 0.00808242 0.01611836
 0.02667218 0.00610878 0.00392449 0.01031081 0.01587157 0.03815987
 0.00294077 0.02587083 0.00086705 0.01521263 0.00297462 0.01621542
 0.00846341 0.00292746 0.07698815 0.00819201 0.05747301 0.03003523
 0.02904458 0.00480769 0.01884559 0.00480769 0.02458624 0.01635871
 0.03830337 0.03449696 0.01113369 0.01249547 0.04672772 0.
 0.03420014 0.01002192 0.00213171 0.00626126 0.01193794 0.01113863
 0.01966741 0.01686864 0.01248124 0.00043741 0.01152552 0.00480769]"
470,,170,0.636930649317013,2024-01-26 13:57:27.361337,2024-01-26 13:57:32.970259,0 days 00:00:05.608922,True,absolute_error,0.015332849366156592,41,0.21071954255294584,19,6.379024141250217e-05,20,12,RandomForest,54,False,False,COMPLETE,,
480,,180,0.6344096307732672,2024-01-26 13:58:22.114939,2024-01-26 13:58:28.039942,0 days 00:00:05.925003,True,absolute_error,0.01465816275338742,41,0.21186036215318918,16,0.004386533935733084,20,12,RandomForest,55,False,False,COMPLETE,,
7,180.0,180,0.6344096307732672,2024-01-26 13:58:22.114939,2024-01-26 13:58:28.039942,0 days 00:00:05.925003,True,absolute_error,0.0146581627533874,41,0.2118603621531891,16,0.004386533935733,20,12,RandomForest,55,False,False,COMPLETE,"[0.5873015873015873, 0.7576923076923078, 0.5826446280991735, 0.61]","[0.00959182 0.         0.0047393  0.00717696 0.10707463 0.01716412
 0.00980392 0.02141482 0.00647324 0.03799719 0.00853856 0.0147471
 0.02684119 0.00471698 0.         0.01070174 0.01161076 0.0339488
 0.00283952 0.03166644 0.00227469 0.01409813 0.00294419 0.0151386
 0.00747883 0.00501109 0.08635664 0.00823534 0.06109468 0.0306785
 0.03570484 0.00471698 0.02667125 0.00462963 0.02304065 0.01772294
 0.03748739 0.03221337 0.01019691 0.01342672 0.04233866 0.
 0.0334029  0.01011029 0.00537361 0.00602295 0.01215052 0.01453793
 0.02349306 0.0174108  0.0112897  0.         0.01279913 0.00490196]"
718,,418,0.6336898286898287,2024-01-27 19:56:43.937731,2024-01-27 19:56:48.175878,0 days 00:00:04.238147,True,absolute_error,0.019198444186074068,17,0.2144040538896339,22,9.637737849084579e-05,20,13,RandomForest,57,False,False,COMPLETE,"[0.6084656084656085, 0.7653846153846154, 0.5909090909090908, 0.57]","[0.00824455 0.00107747 0.00898185 0.00828321 0.09197472 0.01796264
 0.01847833 0.01348887 0.00904925 0.03999743 0.00477583 0.01498967
 0.03741801 0.00584724 0.00422642 0.00975314 0.01464904 0.04173575
 0.         0.03155248 0.01185246 0.00593746 0.00297151 0.01878446
 0.01207267 0.00283903 0.07906355 0.00446429 0.05085583 0.02829822
 0.03129228 0.00612807 0.02187225 0.         0.03881462 0.01495428
 0.02673517 0.03071006 0.01229205 0.0126101  0.0436727  0.
 0.03901138 0.01363937 0.00184409 0.00311255 0.01574156 0.01495996
 0.01874663 0.01596836 0.01489829 0.00037042 0.01845498 0.00454545]"
478,,178,0.6326764775628413,2024-01-26 13:58:12.131455,2024-01-26 13:58:16.992286,0 days 00:00:04.860831,True,absolute_error,0.016446707685937405,41,0.205210962953694,20,0.002716019755261639,20,11,RandomForest,55,False,False,COMPLETE,,
8,178.0,178,0.6326764775628413,2024-01-26 13:58:12.131455,2024-01-26 13:58:16.992286,0 days 00:00:04.860831,True,absolute_error,0.0164467076859374,41,0.205210962953694,20,0.0027160197552616,20,11,RandomForest,55,False,False,COMPLETE,"[0.5873015873015873, 0.7692307692307693, 0.5991735537190084, 0.575]","[0.00872444 0.         0.01604383 0.00725454 0.11038555 0.02615665
 0.00961538 0.02086579 0.00761619 0.03074981 0.00823277 0.01605992
 0.03306486 0.00471698 0.0041483  0.01031    0.01620635 0.03611208
 0.         0.03001441 0.00083908 0.01515733 0.00316277 0.01562619
 0.00735936 0.00294595 0.08412602 0.00462963 0.05510405 0.0260423
 0.03015011 0.00471698 0.02596424 0.00462963 0.02686057 0.01680382
 0.03245712 0.03001143 0.0100806  0.01328505 0.04504882 0.
 0.03954471 0.00970965 0.00200089 0.00598127 0.01665865 0.01097731
 0.01972279 0.01667932 0.01103631 0.00046198 0.01114052 0.00480769]"
792,,492,0.6321388081615354,2024-01-27 20:03:35.284804,2024-01-27 20:03:39.162795,0 days 00:00:03.877991,True,absolute_error,0.04661596678065496,42,0.22454376559747927,47,0.0001140425701753045,20,12,RandomForest,48,False,False,COMPLETE,"[0.5238095238095237, 0.7923076923076924, 0.6074380165289257, 0.605]","[0.00528009 0.         0.00439692 0.00836387 0.10809984 0.01744977
 0.01703912 0.02171463 0.0095465  0.05711088 0.00092998 0.01791875
 0.03730978 0.01083373 0.00200464 0.01079459 0.01274372 0.03929635
 0.0006485  0.0174157  0.0036264  0.00827441 0.00428849 0.0162259
 0.02093282 0.00634267 0.07807428 0.0097855  0.02709167 0.0326076
 0.02337068 0.00531915 0.01051751 0.00095915 0.04374459 0.02692377
 0.0257897  0.03922804 0.00634836 0.01496621 0.03433799 0.
 0.03338501 0.01723163 0.00884117 0.01002123 0.01690793 0.01709111
 0.01581752 0.01195088 0.01646418 0.00170132 0.00738022 0.00555556]"
444,,144,0.631430253248435,2024-01-26 13:55:33.030700,2024-01-26 13:55:36.833406,0 days 00:00:03.802706,True,absolute_error,0.013167286759551268,41,0.27164440070231693,23,0.0020796660955878605,20,13,RandomForest,43,False,False,COMPLETE,,
9,144.0,144,0.631430253248435,2024-01-26 13:55:33.030700,2024-01-26 13:55:36.833406,0 days 00:00:03.802706,True,absolute_error,0.0131672867595512,41,0.2716444007023169,23,0.0020796660955878,20,13,RandomForest,43,False,False,COMPLETE,"[0.6137566137566137, 0.7769230769230769, 0.5950413223140496, 0.54]","[0.00625    0.00117611 0.01038906 0.         0.10492606 0.0125
 0.00609756 0.01702364 0.00595238 0.07044526 0.         0.00647714
 0.02608924 0.01208401 0.         0.00625    0.01072015 0.02816276
 0.         0.0296023  0.00169108 0.01875    0.         0.01092482
 0.00341388 0.00625    0.10299534 0.00463401 0.04639245 0.02062887
 0.02345549 0.00764873 0.01776528 0.01028809 0.03687325 0.00288729
 0.03382941 0.04071094 0.00807091 0.00838277 0.06087483 0.
 0.01179411 0.02467654 0.00642111 0.         0.02622824 0.03121936
 0.02240152 0.00625    0.02081696 0.         0.02348148 0.00609756]"
10,173.0,173,0.6313290917836372,2024-01-26 13:57:43.307670,2024-01-26 13:57:49.006354,0 days 00:00:05.698684,True,absolute_error,0.0148802755797692,42,0.2067681822759043,20,0.0015662480138805,20,12,RandomForest,56,False,False,COMPLETE,"[0.582010582010582, 0.75, 0.6033057851239669, 0.59]","[0.00878974 0.00086982 0.0033303  0.00401073 0.10131176 0.01821413
 0.01339286 0.02055276 0.007386   0.03956218 0.00904688 0.01319225
 0.02762859 0.00462963 0.00025845 0.00997962 0.01608568 0.03738461
 0.00284377 0.02983649 0.01114019 0.01226798 0.00289332 0.01376781
 0.00455044 0.         0.08152524 0.00779581 0.06371747 0.03519757
 0.03157091 0.00589122 0.02547053 0.00454545 0.02269417 0.01570404
 0.03692323 0.02998845 0.01303892 0.01495349 0.04529049 0.
 0.036413   0.00936625 0.00483421 0.00846562 0.01620091 0.01432312
 0.02328026 0.016613   0.00912899 0.         0.01414162 0.        ]"
473,,173,0.6313290917836372,2024-01-26 13:57:43.307670,2024-01-26 13:57:49.006354,0 days 00:00:05.698684,True,absolute_error,0.014880275579769236,42,0.20676818227590432,20,0.0015662480138805418,20,12,RandomForest,56,False,False,COMPLETE,,
672,,372,0.6305880314971224,2024-01-27 19:52:31.761584,2024-01-27 19:52:35.845230,0 days 00:00:04.083646,True,absolute_error,0.023129382643502353,43,0.23622881384994004,18,0.0036827492582303047,20,13,RandomForest,57,False,False,COMPLETE,"[0.5767195767195767, 0.7653846153846154, 0.5702479338842976, 0.61]","[0.00480769 0.         0.0049353  0.00208906 0.11096427 0.0138986
 0.01886792 0.01569988 0.00856527 0.05972968 0.00082166 0.01031227
 0.023773   0.01281908 0.00281277 0.01023094 0.00273114 0.03896065
 0.00127856 0.0326228  0.01712133 0.0058291  0.00377247 0.01801948
 0.01431642 0.00651296 0.07734108 0.01284441 0.04952191 0.02728483
 0.03397105 0.00810479 0.02342327 0.00078776 0.02881483 0.02072228
 0.02374441 0.03384788 0.00891269 0.01237156 0.03915758 0.
 0.0298959  0.01081384 0.01275378 0.00819932 0.00935315 0.0252237
 0.02061546 0.01433237 0.01398896 0.0013842  0.00637968 0.00471698]"
858,,558,0.6305788151242697,2024-01-27 20:07:48.917883,2024-01-27 20:07:52.340052,0 days 00:00:03.422169,True,absolute_error,0.05639872275719161,42,0.24635328058292988,17,4.7330156404317173e-05,19,12,RandomForest,38,False,False,COMPLETE,"[0.6190476190476192, 0.7038461538461538, 0.6694214876033058, 0.53]","[0.00630421 0.00042726 0.00491606 0.         0.11831775 0.02130837
 0.01469547 0.01365541 0.00747995 0.05534042 0.00096186 0.00235991
 0.03205507 0.00657895 0.00104273 0.00547647 0.01172732 0.04826107
 0.00240628 0.02301461 0.01806747 0.01481972 0.00105792 0.00906757
 0.0086319  0.00216757 0.10322643 0.00697945 0.01689192 0.02801751
 0.01112747 0.01131482 0.         0.         0.06076414 0.
 0.02588714 0.03144356 0.00572258 0.01675266 0.0792636  0.00750447
 0.02184947 0.01597797 0.02290913 0.00104891 0.00171848 0.01720406
 0.03183897 0.0223712  0.00590122 0.         0.01762344 0.00652008]"
848,,548,0.6302951972270154,2024-01-27 20:07:10.268937,2024-01-27 20:07:13.579463,0 days 00:00:03.310526,True,absolute_error,0.04266277137220829,45,0.09627617517333309,18,0.006290545984048583,20,12,RandomForest,35,False,False,COMPLETE,"[0.5238095238095238, 0.8192307692307692, 0.7231404958677686, 0.455]","[0.01136364 0.         0.01031349 0.         0.02314294 0.03111863
 0.01677499 0.01917614 0.01573592 0.03695362 0.01989917 0.
 0.02357267 0.01263138 0.02070145 0.00714286 0.02836262 0.05410593
 0.         0.05441007 0.03538406 0.03409091 0.00714286 0.0241997
 0.00418877 0.         0.04357427 0.         0.05329029 0.03704664
 0.01463966 0.01405604 0.00237276 0.00315192 0.01722447 0.02354786
 0.06444142 0.01495536 0.         0.02265213 0.         0.00714286
 0.03078269 0.         0.01495536 0.0078125  0.00589509 0.02046794
 0.05532313 0.01917614 0.02276786 0.         0.0048552  0.0094566 ]"
472,,172,0.6300063404608859,2024-01-26 13:57:37.459520,2024-01-26 13:57:43.290537,0 days 00:00:05.831017,True,absolute_error,0.014948990036842425,42,0.2075166328191019,19,0.0016239171317017891,20,12,RandomForest,56,False,False,COMPLETE,,
11,172.0,172,0.6300063404608859,2024-01-26 13:57:37.459520,2024-01-26 13:57:43.290537,0 days 00:00:05.831017,True,absolute_error,0.0149489900368424,42,0.2075166328191019,19,0.0016239171317017,20,12,RandomForest,56,False,False,COMPLETE,"[0.5767195767195767, 0.75, 0.6033057851239669, 0.59]","[0.00878974 0.00086982 0.0033303  0.00400431 0.10129896 0.01821413
 0.01339286 0.02055836 0.007386   0.03847109 0.0101353  0.01319225
 0.02761095 0.00462963 0.00026546 0.00997962 0.01608568 0.03740399
 0.00284086 0.02981922 0.01114019 0.01226338 0.00289332 0.01376252
 0.00199269 0.         0.08154807 0.00779738 0.06370622 0.0349746
 0.03435148 0.00589122 0.02547053 0.00454545 0.02269662 0.01570404
 0.03693139 0.03000216 0.01303892 0.01495349 0.04529088 0.
 0.036413   0.00936625 0.00483421 0.00846002 0.01620365 0.01432312
 0.02328305 0.016613   0.00912899 0.         0.01414162 0.        ]"
