,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_gll_early_stop_threshold,params_max_depth,params_max_features,params_max_iterations,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,params_model_type,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
10,9.0,9.0,272.0,272,0.6925035430908502,2024-02-15 23:15:56.227747,2024-02-15 23:16:04.903830,0 days 00:00:08.676083,True,absolute_error,0.0320750617427331,43,0.3124559449047603,100,0.045630741480398,19,17,RandomForest,179,False,False,COMPLETE,"[0.8172043010752689, 0.6503623188405797, 0.6013986013986015, 0.7010489510489509]","[0.02272727 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02272727 0.         0.02272727 0.02272727
 0.         0.         0.         0.         0.         0.
 0.         0.02272727 0.         0.         0.08333333 0.
 0.         0.         0.         0.         0.         0.
 0.5719697  0.         0.         0.         0.125      0.
 0.         0.         0.         0.         0.         0.
 0.         0.08333333 0.         0.         0.02272727 0.        ]"
11,10.0,10.0,164.0,164,0.6922685630171604,2024-02-15 23:01:07.155548,2024-02-15 23:01:16.104325,0 days 00:00:08.948777,True,absolute_error,0.0400355169244156,46,0.3842226026097871,34,0.0448985803666287,19,6,RandomForest,185,False,False,COMPLETE,"[0.8145161290322581, 0.6503623188405797, 0.6031468531468531, 0.7010489510489509]","[0.01785714 0.         0.         0.         0.         0.
 0.         0.         0.         0.01785714 0.         0.
 0.         0.         0.01785714 0.         0.         0.01785714
 0.         0.         0.         0.         0.         0.
 0.         0.01785714 0.         0.         0.0625     0.
 0.         0.         0.         0.         0.         0.
 0.60416667 0.         0.         0.         0.08333333 0.
 0.         0.         0.         0.0625     0.         0.
 0.         0.0625     0.         0.         0.03571429 0.        ]"
12,11.0,11.0,216.0,216,0.6918315000800975,2024-02-15 23:08:23.003183,2024-02-15 23:08:31.886193,0 days 00:00:08.883010,True,absolute_error,0.0425829823153415,40,0.3713457176661825,36,0.0456864283816435,19,15,RandomForest,184,False,False,COMPLETE,"[0.8145161290322581, 0.6503623188405797, 0.6013986013986015, 0.7010489510489509]","[0.01785714 0.         0.         0.         0.         0.
 0.         0.         0.         0.01785714 0.         0.
 0.         0.         0.01785714 0.         0.         0.01785714
 0.         0.         0.         0.         0.         0.
 0.         0.01785714 0.         0.         0.08333333 0.
 0.         0.         0.         0.         0.         0.
 0.625      0.         0.         0.         0.08333333 0.
 0.         0.         0.         0.         0.         0.
 0.         0.08333333 0.         0.         0.03571429 0.        ]"
14,14.0,14.0,273.0,273,0.6911594570693449,2024-02-15 23:16:04.923774,2024-02-15 23:16:12.858577,0 days 00:00:07.934803,True,absolute_error,0.0364813989679422,45,0.2891875736280235,98,0.0459952286498402,18,17,RandomForest,177,False,False,COMPLETE,"[0.8118279569892474, 0.6503623188405797, 0.6013986013986015, 0.7010489510489509]","[0.02272727 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02272727 0.         0.         0.02272727
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.08333333 0.
 0.         0.         0.         0.         0.         0.
 0.59469697 0.         0.         0.         0.125      0.
 0.         0.         0.         0.         0.02272727 0.
 0.         0.08333333 0.         0.         0.02272727 0.        ]"
15,12.0,13.0,260.0,260,0.6911594570693449,2024-02-15 23:14:21.865306,2024-02-15 23:14:29.770577,0 days 00:00:07.905271,True,absolute_error,0.0405142447443633,45,0.2933933324426959,98,0.0451220846755224,18,17,RandomForest,177,False,False,COMPLETE,"[0.8118279569892474, 0.6503623188405797, 0.6013986013986015, 0.7010489510489509]","[0.02272727 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02272727 0.         0.         0.02272727
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.08333333 0.
 0.         0.         0.         0.         0.         0.
 0.59469697 0.         0.         0.         0.125      0.
 0.         0.         0.         0.         0.02272727 0.
 0.         0.08333333 0.         0.         0.02272727 0.        ]"
13,13.0,12.0,254.0,254,0.6911594570693449,2024-02-15 23:13:33.390364,2024-02-15 23:13:41.504596,0 days 00:00:08.114232,True,absolute_error,0.0398208240675731,43,0.2829475988245066,27,0.0464532109129441,18,17,RandomForest,178,False,False,COMPLETE,"[0.8118279569892474, 0.6503623188405797, 0.6013986013986015, 0.7010489510489509]","[0.02272727 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02272727 0.         0.         0.02272727
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.08333333 0.
 0.         0.         0.         0.         0.         0.
 0.59469697 0.         0.         0.         0.125      0.
 0.         0.         0.         0.         0.02272727 0.
 0.         0.08333333 0.         0.         0.02272727 0.        ]"
16,15.0,15.0,214.0,214,0.6904874140585922,2024-02-15 23:08:04.742468,2024-02-15 23:08:13.902780,0 days 00:00:09.160312,True,absolute_error,0.0403045523382455,40,0.3744248059674184,37,0.0462402404448741,19,15,RandomForest,191,False,False,COMPLETE,"[0.8091397849462366, 0.6503623188405797, 0.6013986013986015, 0.7010489510489509]","[0.01666667 0.         0.         0.         0.         0.
 0.         0.         0.         0.01666667 0.         0.
 0.         0.         0.01666667 0.         0.         0.01666667
 0.         0.         0.         0.         0.         0.
 0.         0.01666667 0.         0.         0.08333333 0.
 0.         0.         0.         0.         0.         0.
 0.63333333 0.         0.         0.         0.08333333 0.
 0.         0.         0.         0.         0.         0.
 0.         0.08333333 0.         0.         0.03333333 0.        ]"
19,19.0,18.0,224.0,224,0.690167126001628,2024-02-15 23:09:32.284119,2024-02-15 23:09:40.297600,0 days 00:00:08.013481,True,absolute_error,0.0411328347915896,43,0.3390856362501615,35,0.0469753521506011,19,17,RandomForest,181,False,False,COMPLETE,"[0.7795698924731183, 0.6594202898550724, 0.6206293706293706, 0.7010489510489509]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.04166667 0.         0.         0.04166667
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.125      0.
 0.         0.         0.         0.         0.         0.
 0.70833333 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.08333333 0.        ]"
17,20.0,20.0,232.0,232,0.690167126001628,2024-02-15 23:10:37.479483,2024-02-15 23:10:45.686729,0 days 00:00:08.207246,True,absolute_error,0.0415432466701039,42,0.3394728686460562,34,0.0473737990188485,19,16,RandomForest,183,False,False,COMPLETE,"[0.7795698924731183, 0.6594202898550724, 0.6206293706293706, 0.7010489510489509]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.03571429 0.         0.         0.03571429
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.125      0.
 0.         0.         0.         0.         0.         0.
 0.73214286 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.07142857 0.        ]"
18,18.0,19.0,227.0,227,0.690167126001628,2024-02-15 23:09:56.531662,2024-02-15 23:10:04.848253,0 days 00:00:08.316591,True,absolute_error,0.0415262522725458,43,0.3362873529293676,35,0.0473865334812893,19,17,RandomForest,184,False,False,COMPLETE,"[0.7795698924731183, 0.6594202898550724, 0.6206293706293706, 0.7010489510489509]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.03571429 0.         0.         0.03571429
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.125      0.
 0.         0.         0.         0.         0.         0.
 0.73214286 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.07142857 0.        ]"
21,17.0,17.0,223.0,223,0.690167126001628,2024-02-15 23:09:24.103976,2024-02-15 23:09:32.264443,0 days 00:00:08.160467,True,absolute_error,0.0420563025682719,43,0.3343647030341594,35,0.0469387190704882,19,16,RandomForest,181,False,False,COMPLETE,"[0.7795698924731183, 0.6594202898550724, 0.6206293706293706, 0.7010489510489509]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.04166667 0.         0.         0.04166667
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.125      0.
 0.         0.         0.         0.         0.         0.
 0.70833333 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.08333333 0.        ]"
20,16.0,16.0,225.0,225,0.690167126001628,2024-02-15 23:09:40.317137,2024-02-15 23:09:48.490156,0 days 00:00:08.173019,True,absolute_error,0.0422773482433819,43,0.3338776531889337,35,0.0472291385199048,19,17,RandomForest,181,False,False,COMPLETE,"[0.7795698924731183, 0.6594202898550724, 0.6206293706293706, 0.7010489510489509]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.04166667 0.         0.         0.04166667
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.125      0.
 0.         0.         0.         0.         0.         0.
 0.70833333 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.08333333 0.        ]"
22,21.0,21.0,269.0,269,0.6897495766272064,2024-02-15 23:15:31.856982,2024-02-15 23:15:40.136162,0 days 00:00:08.279180,True,absolute_error,0.0368364551635866,45,0.2896586342291117,97,0.0450464673499553,19,17,RandomForest,185,False,False,COMPLETE,"[0.7956989247311828, 0.6503623188405797, 0.6118881118881119, 0.7010489510489509]","[0.01923077 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01923077 0.         0.         0.01923077
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.1025641  0.
 0.         0.         0.         0.         0.         0.
 0.59294872 0.01923077 0.         0.         0.125      0.
 0.         0.         0.         0.         0.         0.
 0.         0.08333333 0.         0.         0.01923077 0.        ]"
23,22.0,22.0,160.0,160,0.689664268643932,2024-02-15 23:00:34.765051,2024-02-15 23:00:42.864285,0 days 00:00:08.099234,True,absolute_error,0.0603893788887324,43,0.4015341317848343,29,0.0498662713083546,20,6,RandomForest,196,False,False,COMPLETE,"[0.7688172043010753, 0.6594202898550724, 0.6293706293706294, 0.7010489510489509]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.01315789
 0.         0.         0.01315789 0.         0.         0.
 0.01315789 0.         0.         0.         0.13815789 0.
 0.         0.         0.         0.         0.         0.
 0.75657895 0.01315789 0.         0.         0.         0.
 0.01315789 0.         0.         0.01315789 0.01315789 0.
 0.         0.         0.         0.         0.01315789 0.        ]"
24,908.0,,,308,0.6895717069279481,2024-02-16 21:14:31.495607,2024-02-16 21:14:37.444524,0 days 00:00:05.948917,True,absolute_error,0.0256342107269069,32,0.2134278508091586,19,0.0452744809841209,5,15,RandomForest,86,False,False,COMPLETE,"[0.8629032258064516, 0.5579710144927537, 0.6276223776223776, 0.7097902097902098]","[0.05769231 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.27354372 0.         0.
 0.08173077 0.01923077 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.11298077 0.         0.         0.03125    0.
 0.11298077 0.         0.         0.01923077 0.         0.08333333
 0.         0.03846154 0.01923077 0.0625     0.01923077 0.
 0.01812294 0.03125    0.         0.         0.         0.01923077]"
25,906.0,,,306,0.6895717069279481,2024-02-16 21:14:19.519060,2024-02-16 21:14:25.470469,0 days 00:00:05.951409,True,absolute_error,0.0252855279349391,35,0.2085295976724294,16,0.0451123151671761,5,15,RandomForest,86,False,False,COMPLETE,"[0.8629032258064516, 0.5579710144927537, 0.6276223776223776, 0.7097902097902098]","[0.05769231 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.29437706 0.         0.
 0.08173077 0.01923077 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.11298077 0.         0.         0.03125    0.
 0.11298077 0.         0.         0.01923077 0.         0.0625
 0.         0.03846154 0.01923077 0.0625     0.01923077 0.
 0.01812294 0.03125    0.         0.         0.         0.01923077]"
26,23.0,416.0,,116,0.6895435093191054,2024-02-16 17:22:51.341931,2024-02-16 17:23:10.683292,0 days 00:00:19.341361,True,absolute_error,0.0084167578842796,42,0.1736515704273886,54,0.0464519845916441,4,6,RandomForest,73,False,False,COMPLETE,"[0.8225806451612903, 0.5579710144927537, 0.6643356643356643, 0.7132867132867133]","[0.025      0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.0125
 0.         0.         0.         0.2875     0.0058746  0.
 0.075      0.03116363 0.         0.         0.         0.
 0.00643335 0.         0.         0.         0.         0.
 0.         0.025      0.         0.         0.05       0.
 0.15019205 0.0125     0.         0.0125     0.         0.125
 0.         0.         0.0125     0.075      0.0125     0.01883637
 0.         0.05       0.         0.         0.         0.0125    ]"
27,716.0,,,116,0.6895435093191054,2024-02-16 17:22:51.341931,2024-02-16 17:23:10.683292,0 days 00:00:19.341361,True,absolute_error,0.0084167578842796,42,0.1736515704273886,54,0.0464519845916441,4,6,RandomForest,73,False,False,COMPLETE,,
28,25.0,23.0,252.0,252,0.6892467192695102,2024-02-15 23:13:17.294003,2024-02-15 23:13:25.385115,0 days 00:00:08.091112,True,absolute_error,0.0397257310634579,43,0.2896518436589566,30,0.0457009021258227,19,17,RandomForest,178,False,False,COMPLETE,"[0.7849462365591398, 0.6503623188405797, 0.6206293706293706, 0.7010489510489509]","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.025 0.    0.    0.025 0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.125 0.    0.    0.    0.    0.    0.    0.
 0.65  0.025 0.    0.    0.125 0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.025 0.   ]"
29,24.0,24.0,253.0,253,0.6892467192695102,2024-02-15 23:13:25.404367,2024-02-15 23:13:33.370938,0 days 00:00:07.966571,True,absolute_error,0.0396577887290744,43,0.2856913815493688,29,0.045869048241728,19,17,RandomForest,178,False,False,COMPLETE,"[0.7849462365591398, 0.6503623188405797, 0.6206293706293706, 0.7010489510489509]","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.025 0.    0.    0.025 0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.125 0.    0.    0.    0.    0.    0.    0.
 0.65  0.025 0.    0.    0.125 0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.025 0.   ]"
30,954.0,,,354,0.688871772804101,2024-02-16 21:19:03.146145,2024-02-16 21:19:09.441899,0 days 00:00:06.295754,True,absolute_error,0.0295089899385128,32,0.2909036285767913,19,0.0465382743805349,5,16,RandomForest,133,False,False,COMPLETE,"[0.7795698924731183, 0.6612318840579711, 0.6555944055944056, 0.6590909090909092]","[0.02460362 0.         0.00625    0.         0.         0.02272727
 0.         0.         0.         0.00625    0.         0.00625
 0.         0.         0.04166667 0.21590909 0.         0.00373615
 0.03248392 0.01875    0.00625    0.         0.         0.
 0.         0.06439394 0.         0.         0.00929325 0.
 0.         0.00625    0.00306823 0.         0.03876232 0.
 0.21387967 0.00625    0.         0.         0.         0.057278
 0.00625    0.05416667 0.00625    0.04791667 0.0125     0.00945675
 0.00251385 0.06439394 0.         0.         0.         0.0125    ]"
31,1144.0,,,544,0.6868506376746208,2024-02-16 21:47:06.412112,2024-02-16 21:47:20.227778,0 days 00:00:13.815666,True,absolute_error,0.0095349443916224,29,0.1975958157248899,17,0.0450922983899046,5,18,RandomForest,92,False,False,COMPLETE,"[0.846774193548387, 0.5579710144927537, 0.7027972027972028, 0.6398601398601398]","[0.04545455 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.25       0.         0.
 0.08522727 0.02272727 0.         0.         0.         0.
 0.02272727 0.0625     0.         0.         0.         0.
 0.         0.06439394 0.         0.         0.04166667 0.
 0.10416667 0.02272727 0.         0.         0.         0.08333333
 0.         0.02272727 0.02272727 0.0625     0.02272727 0.
 0.         0.04166667 0.         0.         0.         0.02272727]"
32,26.0,549.0,,249,0.6863126354711206,2024-02-16 17:43:31.084874,2024-02-16 17:43:36.061764,0 days 00:00:04.976890,True,absolute_error,0.0214709707757128,32,0.1954651222828126,16,0.0452386678344687,20,9,RandomForest,87,False,False,COMPLETE,"[0.793010752688172, 0.6340579710144928, 0.6171328671328671, 0.7010489510489509]","[0.08333333 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.79166667 0.         0.         0.         0.         0.
 0.125      0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
33,849.0,,,249,0.6863126354711206,2024-02-16 17:43:31.084874,2024-02-16 17:43:36.061764,0 days 00:00:04.976890,True,absolute_error,0.0214709707757128,32,0.1954651222828126,16,0.0452386678344687,20,9,RandomForest,87,False,False,COMPLETE,,
34,27.0,25.0,258.0,258,0.6857831129833234,2024-02-15 23:14:05.690100,2024-02-15 23:14:13.692505,0 days 00:00:08.002405,True,absolute_error,0.04041745309813,42,0.2989701842094752,98,0.0459349285239908,19,17,RandomForest,180,False,False,COMPLETE,"[0.7903225806451613, 0.6503623188405797, 0.6013986013986015, 0.7010489510489509]","[0.02777778 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02777778 0.         0.         0.02777778
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.08333333 0.
 0.         0.         0.         0.         0.         0.
 0.59722222 0.         0.         0.         0.125      0.
 0.         0.         0.         0.         0.         0.
 0.         0.08333333 0.         0.         0.02777778 0.        ]"
35,993.0,,,393,0.6856415119476129,2024-02-16 21:23:27.429707,2024-02-16 21:23:34.384840,0 days 00:00:06.955133,True,absolute_error,0.0327949026177316,29,0.2701613779362468,16,0.0433076530013761,5,16,RandomForest,126,False,False,COMPLETE,"[0.8360215053763441, 0.5271739130434783, 0.6520979020979021, 0.7272727272727273]","[0.02915098 0.         0.         0.         0.         0.01785714
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.3        0.00837074 0.
 0.02922078 0.01136364 0.         0.         0.         0.
 0.01136364 0.01785714 0.         0.         0.01136364 0.
 0.         0.07272727 0.         0.         0.02922078 0.
 0.16143445 0.01136364 0.00798411 0.01136364 0.         0.03571429
 0.03571429 0.02272727 0.01136364 0.05987303 0.0276672  0.
 0.         0.05357143 0.         0.         0.         0.02272727]"
36,28.0,26.0,173.0,173,0.6851439671828872,2024-02-15 23:02:21.667887,2024-02-15 23:02:29.722866,0 days 00:00:08.054979,True,absolute_error,0.059915833961901,43,0.3516843418988288,37,0.0443318918468176,20,6,RandomForest,181,False,False,COMPLETE,"[0.7930107526881721, 0.6503623188405797, 0.5961538461538461, 0.7010489510489509]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02083333 0.         0.         0.02083333
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.0625     0.
 0.         0.         0.         0.         0.         0.
 0.625      0.         0.         0.         0.08333333 0.
 0.02083333 0.         0.         0.04166667 0.         0.
 0.         0.08333333 0.         0.         0.04166667 0.        ]"
